char,tier,status,inputForm,mainForm,radicalName,kangxiNo,resolutionType,source
耕,A,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/8015.json
耗,A,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/8017.json
耘,B,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/8018.json
耙,B,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/8019.json
耜,B,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/801C.json
耝,C,not-resolved,,,,,not-resolved,data/chars/801D.json
耞,C,not-resolved,,,,,not-resolved,data/chars/801E.json
耠,B,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/8020.json
耡,C,not-resolved,,,,,not-resolved,data/chars/8021.json
耢,B,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/8022.json
耤,B,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/8024.json
耥,C,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/8025.json
耦,B,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/8026.json
耧,B,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/8027.json
耨,B,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/8028.json
耩,C,not-resolved,,,,,not-resolved,data/chars/8029.json
耪,B,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/802A.json
耰,C,not-resolved,,,,,not-resolved,data/chars/8030.json
耱,B,resolved,耒,耒,Bộ Lỗi,127,record-radical,data/chars/8031.json
耳,A,resolved,耳,耳,Bộ Nhĩ,128,self-radical,radical_learning_notes.json
耵,B,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/8035.json
耶,A,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/8036.json
耷,B,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/8037.json
耸,A,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/8038.json
耻,A,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/803B.json
耼,C,not-resolved,,,,,not-resolved,data/chars/803C.json
耽,A,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/803D.json
耿,A,resolved,火,火,Bộ Hỏa,86,record-radical,data/chars/803F.json
聂,B,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/8042.json
聃,B,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/8043.json
聆,A,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/8046.json
聊,A,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/804A.json
聋,A,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/804B.json
职,A,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/804C.json
聍,B,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/804D.json
聎,C,not-resolved,,,,,not-resolved,data/chars/804E.json
聒,C,not-resolved,,,,,not-resolved,data/chars/8052.json
联,A,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/8054.json
聘,A,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/8058.json
聚,C,not-resolved,众,,,,not-resolved,data/chars/805A.json
聝,C,not-resolved,,,,,not-resolved,data/chars/805D.json
聡,C,not-resolved,,,,,not-resolved,data/chars/8061.json
聦,C,not-resolved,,,,,not-resolved,data/chars/8066.json
聨,C,not-resolved,,,,,not-resolved,data/chars/8068.json
聩,B,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/8069.json
聪,A,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/806A.json
聮,C,not-resolved,,,,,not-resolved,data/chars/806E.json
聱,B,resolved,耳,耳,Bộ Nhĩ,128,record-radical,data/chars/8071.json
聴,C,not-resolved,,,,,not-resolved,data/chars/8074.json
聼,C,not-resolved,,,,,not-resolved,data/chars/807C.json
聿,B,resolved,聿,聿,Bộ Duật,129,self-radical,radical_learning_notes.json
肀,C,not-resolved,,,,,not-resolved,data/chars/8080.json
肃,A,resolved,聿,聿,Bộ Duật,129,record-radical,data/chars/8083.json
肄,C,not-resolved,,,,,not-resolved,data/chars/8084.json
肆,C,not-resolved,,,,,not-resolved,data/chars/8086.json
肇,C,not-resolved,,,,,not-resolved,data/chars/8087.json
肉,A,resolved,肉,肉,Bộ Nhục,130,self-radical,radical_learning_notes.json
肊,C,not-resolved,,,,,not-resolved,data/chars/808A.json
肋,C,not-resolved,⺼,,,,not-resolved,data/chars/808B.json
肌,C,not-resolved,⺼,,,,not-resolved,data/chars/808C.json
肏,C,not-resolved,,,,,not-resolved,data/chars/808F.json
肓,C,not-resolved,⺼,,,,not-resolved,data/chars/8093.json
肕,C,not-resolved,,,,,not-resolved,data/chars/8095.json
肖,A,resolved,小,小,Bộ Tiểu,42,record-radical,data/chars/8096.json
肘,C,not-resolved,,,,,not-resolved,data/chars/8098.json
肙,C,not-resolved,,,,,not-resolved,data/chars/8099.json
肚,C,not-resolved,⺼,,,,not-resolved,data/chars/809A.json
肛,C,not-resolved,⺼,,,,not-resolved,data/chars/809B.json
肜,C,not-resolved,⺼,,,,not-resolved,data/chars/809C.json
肝,C,not-resolved,⺼,,,,not-resolved,data/chars/809D.json
肟,C,not-resolved,⺼,,,,not-resolved,data/chars/809F.json
肠,C,not-resolved,⺼,,,,not-resolved,data/chars/80A0.json
股,C,not-resolved,⺼,,,,not-resolved,data/chars/80A1.json
肢,C,not-resolved,⺼,,,,not-resolved,data/chars/80A2.json
肤,C,not-resolved,⺼,,,,not-resolved,data/chars/80A4.json
肥,C,not-resolved,⺼,,,,not-resolved,data/chars/80A5.json
肩,C,not-resolved,,,,,not-resolved,data/chars/80A9.json
肪,C,not-resolved,⺼,,,,not-resolved,data/chars/80AA.json
肫,C,not-resolved,⺼,,,,not-resolved,data/chars/80AB.json
肬,C,not-resolved,,,,,not-resolved,data/chars/80AC.json
肭,C,not-resolved,⺼,,,,not-resolved,data/chars/80AD.json
肮,C,not-resolved,⺼,,,,not-resolved,data/chars/80AE.json
肯,C,not-resolved,冎,,,,not-resolved,data/chars/80AF.json
肰,C,not-resolved,⺼,,,,not-resolved,data/chars/80B0.json
肱,C,not-resolved,⺼,,,,not-resolved,data/chars/80B1.json
育,A,resolved,子,子,"Bộ Tử, Tý",39,record-radical,data/chars/80B2.json
肴,C,not-resolved,⺼,,,,not-resolved,data/chars/80B4.json
肵,C,not-resolved,,,,,not-resolved,data/chars/80B5.json
肷,C,not-resolved,⺼,,,,not-resolved,data/chars/80B7.json
肸,C,not-resolved,,,,,not-resolved,data/chars/80B8.json
肹,C,not-resolved,,,,,not-resolved,data/chars/80B9.json
肺,C,not-resolved,⺼,,,,not-resolved,data/chars/80BA.json
肼,C,not-resolved,⺼,,,,not-resolved,data/chars/80BC.json
肽,C,not-resolved,⺼,,,,not-resolved,data/chars/80BD.json
肾,C,not-resolved,⺼,,,,not-resolved,data/chars/80BE.json
肿,C,not-resolved,⺼,,,,not-resolved,data/chars/80BF.json
胀,C,not-resolved,⺼,,,,not-resolved,data/chars/80C0.json
胁,C,not-resolved,⺼,,,,not-resolved,data/chars/80C1.json
胂,C,not-resolved,⺼,,,,not-resolved,data/chars/80C2.json
胃,C,not-resolved,⺼,,,,not-resolved,data/chars/80C3.json
胄,C,not-resolved,,,,,not-resolved,data/chars/80C4.json
胆,C,not-resolved,⺼,,,,not-resolved,data/chars/80C6.json
胇,C,not-resolved,,,,,not-resolved,data/chars/80C7.json
胊,C,not-resolved,,,,,not-resolved,data/chars/80CA.json
背,C,not-resolved,⺼,,,,not-resolved,data/chars/80CC.json
胍,C,not-resolved,⺼,,,,not-resolved,data/chars/80CD.json
胎,C,not-resolved,⺼,,,,not-resolved,data/chars/80CE.json
胏,C,not-resolved,,,,,not-resolved,data/chars/80CF.json
胑,C,not-resolved,,,,,not-resolved,data/chars/80D1.json
胔,C,not-resolved,,,,,not-resolved,data/chars/80D4.json
胖,C,not-resolved,⺼,,,,not-resolved,data/chars/80D6.json
胗,C,not-resolved,⺼,,,,not-resolved,data/chars/80D7.json
胙,C,not-resolved,⺼,,,,not-resolved,data/chars/80D9.json
胚,C,not-resolved,⺼,,,,not-resolved,data/chars/80DA.json
胛,C,not-resolved,⺼,,,,not-resolved,data/chars/80DB.json
胜,C,not-resolved,⺼,,,,not-resolved,data/chars/80DC.json
胝,C,not-resolved,⺼,,,,not-resolved,data/chars/80DD.json
胞,C,not-resolved,⺼,,,,not-resolved,data/chars/80DE.json
胠,C,not-resolved,,,,,not-resolved,data/chars/80E0.json
胡,C,not-resolved,⺼,,,,not-resolved,data/chars/80E1.json
胤,C,not-resolved,,,,,not-resolved,data/chars/80E4.json
胥,C,not-resolved,,,,,not-resolved,data/chars/80E5.json
胦,C,not-resolved,,,,,not-resolved,data/chars/80E6.json
胧,A,resolved,月,月,"Bộ Nguyệt,Nhục",74,record-radical,data/chars/80E7.json
胨,C,not-resolved,⺼,,,,not-resolved,data/chars/80E8.json
胩,C,not-resolved,⺼,,,,not-resolved,data/chars/80E9.json
胪,C,not-resolved,⺼,,,,not-resolved,data/chars/80EA.json
胫,C,not-resolved,⺼,,,,not-resolved,data/chars/80EB.json
胬,B,resolved,肉,肉,Bộ Nhục,130,record-radical,data/chars/80EC.json
胭,C,not-resolved,⺼,,,,not-resolved,data/chars/80ED.json
胯,C,not-resolved,⺼,,,,not-resolved,data/chars/80EF.json
胰,C,not-resolved,⺼,,,,not-resolved,data/chars/80F0.json
胱,C,not-resolved,⺼,,,,not-resolved,data/chars/80F1.json
胲,C,not-resolved,⺼,,,,not-resolved,data/chars/80F2.json
胳,C,not-resolved,⺼,,,,not-resolved,data/chars/80F3.json
胴,C,not-resolved,⺼,,,,not-resolved,data/chars/80F4.json
胶,C,not-resolved,,,,,not-resolved,data/chars/80F6.json
胸,C,not-resolved,⺼,,,,not-resolved,data/chars/80F8.json
胹,C,not-resolved,,,,,not-resolved,data/chars/80F9.json
胺,C,not-resolved,⺼,,,,not-resolved,data/chars/80FA.json
胻,C,not-resolved,,,,,not-resolved,data/chars/80FB.json
胼,C,not-resolved,⺼,,,,not-resolved,data/chars/80FC.json
能,C,not-resolved,◎,,,,not-resolved,data/chars/80FD.json
胾,C,not-resolved,,,,,not-resolved,data/chars/80FE.json
脂,C,not-resolved,⺼,,,,not-resolved,data/chars/8102.json
脆,C,not-resolved,,,,,not-resolved,data/chars/8106.json
脉,C,not-resolved,,,,,not-resolved,data/chars/8109.json
脊,C,not-resolved,,,,,not-resolved,data/chars/810A.json
脍,C,not-resolved,⺼,,,,not-resolved,data/chars/810D.json
脎,C,not-resolved,⺼,,,,not-resolved,data/chars/810E.json
脏,C,not-resolved,⺼,,,,not-resolved,data/chars/810F.json
脐,C,not-resolved,⺼,,,,not-resolved,data/chars/8110.json
脑,C,not-resolved,⺼,,,,not-resolved,data/chars/8111.json
脒,C,not-resolved,⺼,,,,not-resolved,data/chars/8112.json
脓,C,not-resolved,⺼,,,,not-resolved,data/chars/8113.json
脔,B,resolved,肉,肉,Bộ Nhục,130,record-radical,data/chars/8114.json
脖,C,not-resolved,⺼,,,,not-resolved,data/chars/8116.json
脘,C,not-resolved,⺼,,,,not-resolved,data/chars/8118.json
脚,C,not-resolved,⺼,,,,not-resolved,data/chars/811A.json
脝,C,not-resolved,,,,,not-resolved,data/chars/811D.json
脞,C,not-resolved,⺼,,,,not-resolved,data/chars/811E.json
脡,C,not-resolved,,,,,not-resolved,data/chars/8121.json
脢,C,not-resolved,⺼,,,,not-resolved,data/chars/8122.json
脤,C,not-resolved,,,,,not-resolved,data/chars/8124.json
脧,C,not-resolved,,,,,not-resolved,data/chars/8127.json
脨,C,not-resolved,,,,,not-resolved,data/chars/8128.json
脬,C,not-resolved,⺼,,,,not-resolved,data/chars/812C.json
脯,C,not-resolved,⺼,,,,not-resolved,data/chars/812F.json
脰,C,not-resolved,,,,,not-resolved,data/chars/8130.json
脱,C,not-resolved,⺼,,,,not-resolved,data/chars/8131.json
脲,C,not-resolved,⺼,,,,not-resolved,data/chars/8132.json
脳,C,not-resolved,,,,,not-resolved,data/chars/8133.json
脶,C,not-resolved,⺼,,,,not-resolved,data/chars/8136.json
脷,C,not-resolved,⺼,,,,not-resolved,data/chars/8137.json
脸,C,not-resolved,⺼,,,,not-resolved,data/chars/8138.json
脾,C,not-resolved,⺼,,,,not-resolved,data/chars/813E.json
脿,C,not-resolved,,,,,not-resolved,data/chars/813F.json
腄,C,not-resolved,,,,,not-resolved,data/chars/8144.json
腆,C,not-resolved,⺼,,,,not-resolved,data/chars/8146.json
腈,C,not-resolved,⺼,,,,not-resolved,data/chars/8148.json
腊,C,not-resolved,,,,,not-resolved,data/chars/814A.json
腋,C,not-resolved,⺼,,,,not-resolved,data/chars/814B.json
腌,C,not-resolved,,,,,not-resolved,data/chars/814C.json
腍,C,not-resolved,,,,,not-resolved,data/chars/814D.json
腐,A,resolved,肉,肉,Bộ Nhục,130,record-radical,data/chars/8150.json
腑,C,not-resolved,⺼,,,,not-resolved,data/chars/8151.json
腒,C,not-resolved,,,,,not-resolved,data/chars/8152.json
腓,C,not-resolved,⺼,,,,not-resolved,data/chars/8153.json
腔,C,not-resolved,⺼,,,,not-resolved,data/chars/8154.json
腕,C,not-resolved,⺼,,,,not-resolved,data/chars/8155.json
腘,C,not-resolved,⺼,,,,not-resolved,data/chars/8158.json
腙,C,not-resolved,⺼,,,,not-resolved,data/chars/8159.json
腚,C,not-resolved,⺼,,,,not-resolved,data/chars/815A.json
腜,C,not-resolved,,,,,not-resolved,data/chars/815C.json
腠,C,not-resolved,⺼,,,,not-resolved,data/chars/8160.json
腥,C,not-resolved,⺼,,,,not-resolved,data/chars/8165.json
腧,C,not-resolved,⺼,,,,not-resolved,data/chars/8167.json
腩,C,not-resolved,⺼,,,,not-resolved,data/chars/8169.json
腬,C,not-resolved,,,,,not-resolved,data/chars/816C.json
腭,C,not-resolved,⺼,,,,not-resolved,data/chars/816D.json
腮,C,not-resolved,⺼,,,,not-resolved,data/chars/816E.json
腯,C,not-resolved,,,,,not-resolved,data/chars/816F.json
腰,C,not-resolved,⺼,,,,not-resolved,data/chars/8170.json
腱,C,not-resolved,⺼,,,,not-resolved,data/chars/8171.json
腴,C,not-resolved,⺼,,,,not-resolved,data/chars/8174.json
腶,C,not-resolved,,,,,not-resolved,data/chars/8176.json
腹,C,not-resolved,⺼,,,,not-resolved,data/chars/8179.json
腺,C,not-resolved,⺼,,,,not-resolved,data/chars/817A.json
腻,C,not-resolved,⺼,,,,not-resolved,data/chars/817B.json
腼,C,not-resolved,⺼,,,,not-resolved,data/chars/817C.json
腽,C,not-resolved,⺼,,,,not-resolved,data/chars/817D.json
腾,A,resolved,马,馬,Bộ Mã,187,record-radical,data/chars/817E.json
腿,C,not-resolved,⺼,,,,not-resolved,data/chars/817F.json
膀,C,not-resolved,,,,,not-resolved,data/chars/8180.json
膂,C,not-resolved,⺼,,,,not-resolved,data/chars/8182.json
膆,C,not-resolved,,,,,not-resolved,data/chars/8186.json
膇,C,not-resolved,,,,,not-resolved,data/chars/8187.json
膈,C,not-resolved,⺼,,,,not-resolved,data/chars/8188.json
膊,C,not-resolved,⺼,,,,not-resolved,data/chars/818A.json
膋,C,not-resolved,,,,,not-resolved,data/chars/818B.json
膌,C,not-resolved,,,,,not-resolved,data/chars/818C.json
膏,C,not-resolved,⺼,,,,not-resolved,data/chars/818F.json
膑,C,not-resolved,⺼,,,,not-resolved,data/chars/8191.json
膔,C,not-resolved,,,,,not-resolved,data/chars/8194.json
膗,C,not-resolved,,,,,not-resolved,data/chars/8197.json
膘,C,not-resolved,⺼,,,,not-resolved,data/chars/8198.json
膙,C,not-resolved,,,,,not-resolved,data/chars/8199.json
膛,C,not-resolved,,,,,not-resolved,data/chars/819B.json
膜,C,not-resolved,⺼,,,,not-resolved,data/chars/819C.json
膝,C,not-resolved,⺼,,,,not-resolved,data/chars/819D.json
膟,C,not-resolved,,,,,not-resolved,data/chars/819F.json
膣,C,not-resolved,⺼,,,,not-resolved,data/chars/81A3.json
膦,C,not-resolved,,,,,not-resolved,data/chars/81A6.json
膨,C,not-resolved,⺼,,,,not-resolved,data/chars/81A8.json
膪,C,not-resolved,⺼,,,,not-resolved,data/chars/81AA.json
膫,C,not-resolved,⺼,,,,not-resolved,data/chars/81AB.json
膰,C,not-resolved,,,,,not-resolved,data/chars/81B0.json
膲,C,not-resolved,⺼,,,,not-resolved,data/chars/81B2.json
膳,C,not-resolved,⺼,,,,not-resolved,data/chars/81B3.json
膴,C,not-resolved,,,,,not-resolved,data/chars/81B4.json
膵,C,not-resolved,,,,,not-resolved,data/chars/81B5.json
膷,C,not-resolved,,,,,not-resolved,data/chars/81B7.json
膺,C,not-resolved,⺼,,,,not-resolved,data/chars/81BA.json
膻,C,not-resolved,⺼,,,,not-resolved,data/chars/81BB.json
臀,C,not-resolved,⺼,,,,not-resolved,data/chars/81C0.json
臁,C,not-resolved,⺼,,,,not-resolved,data/chars/81C1.json
臂,C,not-resolved,⺼,,,,not-resolved,data/chars/81C2.json
臃,C,not-resolved,⺼,,,,not-resolved,data/chars/81C3.json
臄,C,not-resolved,,,,,not-resolved,data/chars/81C4.json
臆,C,not-resolved,,,,,not-resolved,data/chars/81C6.json
臇,C,not-resolved,,,,,not-resolved,data/chars/81C7.json
臊,C,not-resolved,⺼,,,,not-resolved,data/chars/81CA.json
臌,C,not-resolved,⺼,,,,not-resolved,data/chars/81CC.json
臐,C,not-resolved,,,,,not-resolved,data/chars/81D0.json
臑,C,not-resolved,,,,,not-resolved,data/chars/81D1.json
臓,C,not-resolved,,,,,not-resolved,data/chars/81D3.json
臖,C,not-resolved,,,,,not-resolved,data/chars/81D6.json
臛,C,not-resolved,,,,,not-resolved,data/chars/81DB.json
臜,C,not-resolved,⺼,,,,not-resolved,data/chars/81DC.json
臞,C,not-resolved,,,,,not-resolved,data/chars/81DE.json
臣,A,resolved,臣,臣,Bộ Thần,131,self-radical,radical_learning_notes.json
臤,C,resolved,又,又,Bộ Hựu,29,record-radical,data/chars/81E4.json
臧,B,resolved,臣,臣,Bộ Thần,131,record-radical,data/chars/81E7.json
自,A,resolved,自,自,Bộ Tự,132,self-radical,radical_learning_notes.json
臬,C,not-resolved,,,,,not-resolved,data/chars/81EC.json
臭,C,not-resolved,,,,,not-resolved,data/chars/81ED.json
臲,C,not-resolved,危,,,,not-resolved,data/chars/81F2.json
至,A,resolved,至,至,Bộ Chí,133,self-radical,radical_learning_notes.json
致,A,resolved,攵,攴,Bộ Phộc,66,record-radical,data/chars/81F4.json
臻,B,resolved,至,至,Bộ Chí,133,record-radical,data/chars/81FB.json
臼,B,resolved,臼,臼,Bộ Cữu,134,self-radical,radical_learning_notes.json
臽,C,not-resolved,,,,,not-resolved,data/chars/81FD.json
臾,C,not-resolved,,,,,not-resolved,data/chars/81FE.json
臿,C,not-resolved,,,,,not-resolved,data/chars/81FF.json
舀,C,not-resolved,,,,,not-resolved,data/chars/8200.json
舁,B,resolved,又,又,Bộ Hựu,29,record-radical,data/chars/8201.json
舂,B,resolved,臼,臼,Bộ Cữu,134,record-radical,data/chars/8202.json
舄,C,not-resolved,,,,,not-resolved,data/chars/8204.json
舅,C,not-resolved,男,,,,not-resolved,data/chars/8205.json
舆,C,not-resolved,,,,,not-resolved,data/chars/8206.json
舋,C,not-resolved,,,,,not-resolved,data/chars/820B.json
舌,A,resolved,舌,舌,Bộ Thiệt,135,self-radical,radical_learning_notes.json
舍,A,resolved,口,口,Bộ Khẩu,30,record-radical,data/chars/820D.json
舎,C,not-resolved,,,,,not-resolved,data/chars/820E.json
舐,B,resolved,舌,舌,Bộ Thiệt,135,record-radical,data/chars/8210.json
舒,C,not-resolved,舍,,,,not-resolved,data/chars/8212.json
舓,C,not-resolved,,,,,not-resolved,data/chars/8213.json
舔,B,resolved,舌,舌,Bộ Thiệt,135,record-radical,data/chars/8214.json
舗,C,not-resolved,,,,,not-resolved,data/chars/8217.json
舛,A,resolved,舛,舛,Bộ Suyễn,136,self-radical,radical_learning_notes.json
舜,C,not-resolved,爫,,,,not-resolved,data/chars/821C.json
舝,C,not-resolved,,,,,not-resolved,data/chars/821D.json
舞,A,resolved,舛,舛,Bộ Suyễn,136,record-radical,data/chars/821E.json
舟,A,resolved,舟,舟,"Bộ Chu,Châu",137,self-radical,radical_learning_notes.json
舠,C,not-resolved,,,,,not-resolved,data/chars/8220.json
舡,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8221.json
舢,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8222.json
舣,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8223.json
舨,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8228.json
航,A,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/822A.json
舫,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/822B.json
般,A,resolved,殳,殳,Bộ Thù,79,record-radical,data/chars/822C.json
舭,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/822D.json
舰,A,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8230.json
舱,C,not-resolved,,,,,not-resolved,data/chars/8231.json
舲,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8232.json
舳,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8233.json
舴,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8234.json
舵,A,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8235.json
舶,A,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8236.json
舷,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8237.json
舸,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8238.json
船,A,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8239.json
舺,C,not-resolved,,,,,not-resolved,data/chars/823A.json
舻,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/823B.json
舾,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/823E.json
艁,C,not-resolved,,,,,not-resolved,data/chars/8241.json
艄,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8244.json
艅,C,not-resolved,,,,,not-resolved,data/chars/8245.json
艇,A,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/8247.json
艉,C,not-resolved,,,,,not-resolved,data/chars/8249.json
艋,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/824B.json
艎,B,resolved,舟,舟,"Bộ Chu,Châu",137,record-radical,data/chars/824E.json
